GamePageID,Tournament,GameOutcome,GameTime,EgoPlayerRole,EgoPlayerTeam,OppoPlayerTeam,PlayerKills,PlayerDeaths,PlayerAssists,PlayerCS,TeamTurrets,TeamDrakes,TeamBarons,TeamFirstBlood,GameLink
53587,Worlds Main Event 2023,Victory,43:25,Support,KT Rolster,Dplus KIA,0,6,10,38,9,3,1,False,https://gol.gg/game/stats/53587/page-game/
53586,Worlds Main Event 2023,Victory,34:24,Support,KT Rolster,Dplus KIA,0,3,7,40,11,1,2,False,https://gol.gg/game/stats/53586/page-game/
53580,Worlds Main Event 2023,Defeat,24:20,Support,KT Rolster,LNG Esports,1,3,1,29,1,2,0,True,https://gol.gg/game/stats/53580/page-game/
53579,Worlds Main Event 2023,Victory,32:34,Support,KT Rolster,LNG Esports,0,1,9,36,10,4,2,False,https://gol.gg/game/stats/53579/page-game/
53578,Worlds Main Event 2023,Defeat,35:30,Support,KT Rolster,LNG Esports,1,3,6,44,3,3,0,True,https://gol.gg/game/stats/53578/page-game/
53563,Worlds Main Event 2023,Victory,38:40,Support,KT Rolster,Weibo Gaming,0,2,15,48,9,3,2,False,https://gol.gg/game/stats/53563/page-game/
53553,Worlds Main Event 2023,Victory,32:01,Support,KT Rolster,Dplus KIA,1,1,11,33,9,1,1,True,https://gol.gg/game/stats/53553/page-game/
53545,Worlds Main Event 2023,Defeat,45:16,Support,KT Rolster,Bilibili Gaming,0,1,5,55,4,2,1,True,https://gol.gg/game/stats/53545/page-game/
