kills,assists,deaths,cs,turrets,dragons,barons,first_blood,K_pts,D_pts,A_pts,CS_pts,KDA_pts,TDFB_pts,WIN_pts,PTV
7,3,8,164,9,4,1,True,2.8,-0.45,1.6,3.28,3.95,2.7,2.0,11.93
8,0,9,192,10,4,1,False,3.2,0.0,1.8,3.84,5.0,2.3,2.0,13.14
3,2,11,185,10,4,2,True,1.2,-0.3,2.2,3.7,3.1,3.3,2.0,12.1
3,2,10,180,9,2,1,True,1.2,-0.3,2.0,3.6,2.9,2.3,2.0,10.8
1,3,1,171,2,1,0,False,0.4,-0.45,0.2,3.42,0.15,0.4,0.0,3.97
