kills,assists,deaths,cs,turrets,dragons,barons,first_blood,CS_pts,KDA_pts,TDFB_pts,WIN_pts,PTV
3,1,10,227,8,1,1,False,3.405,2.5,1.5,2.0,9.405
1,2,1,303,2,0,0,True,4.545,0.15,0.7,0.0,5.3950000000000005
3,3,6,261,9,2,2,False,3.915,1.5,2.3,2.0,9.715
3,2,2,239,2,1,0,True,3.585,1.1,0.9,0.0,5.585000000000001
5,0,6,274,8,3,1,True,4.109999999999999,2.9,2.4000000000000004,2.0,11.41
1,4,4,201,3,3,0,False,3.0149999999999997,0.19999999999999996,0.9000000000000001,0.0,4.115
7,1,4,298,10,4,1,True,4.47,3.2,2.8,2.0,12.469999999999999
11,0,7,257,9,2,2,True,3.855,5.45,2.8,2.0,14.105
