kills,assists,deaths,cs,turrets,dragons,barons,first_blood,CS_pts,KDA_pts,TDFB_pts,WIN_pts,PTV
8.0,1.0,7.0,369.0,9.0,3.0,2.0,0.0,5.535,4.05,2.5,2.0,14.085
5.0,0.0,6.0,308.0,10.0,3.0,1.0,0.0,4.62,2.9,2.1,2.0,11.62
4.0,1.0,4.0,335.0,9.0,4.0,1.0,0.0,5.0249999999999995,2.0,2.2,2.0,11.225
5.0,1.0,8.0,231.0,9.0,2.0,1.0,1.0,3.465,3.0,2.3,2.0,10.765
