kills,assists,deaths,cs,turrets,dragons,barons,first_blood,CS_pts,KDA_pts,TDFB_pts,WIN_pts,PTV
0.0,1.0,16.0,44.0,9.0,4.0,1.0,1.0,1.3199999999999998,5.5,2.7,2.0,11.52
5.0,1.0,15.0,55.0,10.0,4.0,1.0,0.0,1.65,7.15,2.3,2.0,13.100000000000001
0.0,4.0,17.0,32.0,10.0,4.0,2.0,1.0,0.96,5.549999999999999,3.3,2.0,11.809999999999999
5.0,1.0,11.0,38.0,9.0,2.0,1.0,1.0,1.14,5.75,2.3,2.0,11.19
0.0,3.0,1.0,29.0,2.0,1.0,0.0,0.0,0.87,0.04999999999999993,0.4,0.0,1.3199999999999998
