kills,assists,deaths,cs,turrets,dragons,barons,first_blood,CS_pts,KDA_pts,TDFB_pts,WIN_pts,PTV
4.0,1.0,9.0,232.0,11.0,4.0,1.0,1.0,3.48,2.75,2.9000000000000004,2.0,11.13
5.0,8.0,6.0,331.0,6.0,0.0,2.0,0.0,4.965,1.2999999999999998,1.6,0.0,7.865
4.0,0.0,7.0,298.0,9.0,4.0,2.0,1.0,4.47,2.6500000000000004,3.2,2.0,12.32
4.0,3.0,0.0,240.0,2.0,1.0,0.0,1.0,3.5999999999999996,1.0,0.9,0.0,5.5
0.0,2.0,1.0,279.0,0.0,0.0,0.0,0.0,4.185,-0.25,0.0,0.0,3.9349999999999996
1.0,3.0,13.0,264.0,9.0,3.0,1.0,0.0,3.96,1.75,2.0,2.0,9.71
0.0,5.0,6.0,218.0,1.0,0.0,0.0,0.0,3.27,-0.10000000000000009,0.1,0.0,3.27
3.0,3.0,13.0,338.0,10.0,4.0,2.0,0.0,5.069999999999999,2.55,2.8,2.0,12.419999999999998
