kills,assists,deaths,cs,turrets,dragons,barons,first_blood,K_pts,D_pts,A_pts,CS_pts,KDA_pts,TDFB_pts,WIN_pts,PTV
0,2,5,248,9,4,1,False,0.0,-0.3,1.0,4.96,0.7,2.2,2000,2007.86
3,1,2,317,10,3,1,True,1.2,-0.15,0.4,6.34,1.4500000000000002,502.1,2000,2509.89
3,0,7,200,10,3,1,True,1.2,0.0,1.4,4.0,2.5999999999999996,502.1,2000,2508.7
0,2,0,263,4,1,0,True,0.0,-0.3,0.0,5.26,-0.3,500.6,0,505.56
6,3,4,348,7,2,0,True,2.4,-0.45,0.8,6.96,2.75,501.1,2000,2510.81
