kills,assists,deaths,cs,turrets,dragons,barons,first_blood,K_pts,D_pts,A_pts,CS_pts,KDA_pts,TDFB_pts,WIN_pts,PTV
1,1,12,34,8,2,1,False,0.4,-0.1,4.2,1.02,4.5,1.7000000000000002,2000,2007.22
0,4,1,33,0,1,0,False,0.0,-0.4,0.35,0.99,-0.050000000000000044,0.2,0,1.14
1,0,13,25,8,1,1,True,0.4,0.0,4.55,0.75,4.95,501.5,2000,2507.2
0,1,12,34,10,4,1,True,0.0,-0.1,4.2,1.02,4.1000000000000005,502.3,2000,2507.42
0,0,11,25,9,3,1,False,0.0,0.0,3.85,0.75,3.85,2.0,2000,2006.6
