kills,assists,deaths,cs,turrets,dragons,barons,first_blood,CS_pts,KDA_pts,TDFB_pts,WIN_pts,PTV
5.0,0.0,9.0,224.0,9.0,4.0,1.0,1.0,4.48,3.8,2.7,2.0,12.98
6.0,0.0,8.0,279.0,10.0,4.0,1.0,0.0,5.58,4.0,2.3,2.0,13.879999999999999
3.0,6.0,10.0,289.0,10.0,4.0,2.0,1.0,5.78,2.3000000000000003,3.3,2.0,13.379999999999999
5.0,1.0,5.0,256.0,9.0,2.0,1.0,1.0,5.12,2.85,2.3,2.0,12.27
0.0,2.0,1.0,223.0,2.0,1.0,0.0,0.0,4.46,-0.09999999999999998,0.4,0.0,4.760000000000001
