kills,assists,deaths,cs,turrets,dragons,barons,first_blood,CS_pts,KDA_pts,TDFB_pts,WIN_pts,PTV
6,2,7,270,9,4,1,True,2.4000000000000004,-0.4,1.05,4.05,3.0500000000000007,2.7,2.0,11.8
1,0,15,194,10,4,1,False,0.4,-0.0,2.25,2.9099999999999997,2.65,2.3,2.0,9.86
12,4,6,383,10,4,2,True,4.800000000000001,-0.8,0.8999999999999999,5.745,4.9,3.3,2.0,15.945
1,0,13,184,9,2,1,True,0.4,-0.0,1.95,2.76,2.35,2.3,2.0,9.41
0,2,1,250,2,1,0,False,0.0,-0.4,0.15,3.75,-0.25,0.4,0.0,3.9
