kills,assists,deaths,cs,turrets,dragons,barons,first_blood,K_pts,D_pts,A_pts,CS_pts,KDA_pts,TDFB_pts,WIN_pts,PTV
11,0,3,353,9,4,1,False,4.4,0.0,0.45,5.295,4.8500000000000005,2.2,2000,2012.345
2,1,8,167,10,3,1,True,0.8,-0.2,1.2,2.505,1.8,502.1,2000,2506.405
4,0,3,224,10,3,1,True,1.6,0.0,0.45,3.36,2.0500000000000003,502.1,2000,2507.51
0,3,2,292,4,1,0,True,0.0,-0.6,0.3,4.38,-0.3,500.6,0,504.68
3,2,8,388,7,2,0,True,1.2,-0.4,1.2,5.82,2.0,501.1,2000,2508.92
