kills,assists,deaths,cs,turrets,dragons,barons,first_blood,K_pts,D_pts,A_pts,CS_pts,KDA_pts,TDFB_pts,WIN_pts,PTV
4,0,6,236,8,2,1,False,1.6,0.0,0.9,3.54,2.5,1.7,2.0,9.74
0,3,2,252,0,1,0,False,0.0,-0.6,0.3,3.78,-0.3,0.2,0.0,3.68
6,2,8,246,8,1,1,True,2.4,-0.4,1.2,3.69,3.2,2.0,2.0,10.89
2,2,12,209,10,4,1,True,0.8,-0.4,1.8,3.135,2.2,2.8,2.0,10.135
6,1,4,265,9,3,1,False,2.4,-0.2,0.6,3.975,2.8,2.0,2.0,10.775
