kills,assists,deaths,cs,turrets,dragons,barons,first_blood,CS_pts,KDA_pts,TDFB_pts,WIN_pts,PTV
1,0,7,223,8,1,1,False,4.46,1.8000000000000003,1.5,2.0,9.76
2,1,1,283,2,0,0,True,5.66,0.8500000000000001,0.7,0.0,7.21
1,2,2,340,9,2,2,False,6.8,0.5,2.3,2.0,11.6
1,3,1,220,2,1,0,True,4.4,0.15000000000000008,0.9,0.0,5.450000000000001
4,0,5,266,8,3,1,True,5.32,2.6,2.4000000000000004,2.0,12.32
1,3,2,231,3,3,0,False,4.62,0.3500000000000001,0.9000000000000001,0.0,5.870000000000001
2,2,4,302,10,4,1,True,6.04,1.3,2.8,2.0,12.14
1,3,7,258,9,2,2,True,5.16,1.35,2.8,2.0,11.309999999999999
